"accruedInterest","askEhmYield","askPrice","askYield","bidEhmYield","bidPrice","bidYield","coupon","currency","green","issueDate","longName","maturityDate","maturityInDays","maturityInDays_val","name","rawName","securityType","settleDate"
0,"","","","7,70","99,8104","7,60",0,"HUF",0,"2023.12.06","D240306","2024.03.06","9 nap",9,"D240306","D240306","DKJ","2024.02.26"
0,"","","","7,70","99,6634","7,60",0,"HUF",0,"2023.12.13","D240313","2024.03.13","16 nap",16,"D240313","D240313","DKJ","2024.02.26"
0,"6,33","99,6029","6,24","7,71","99,5168","7,60",0,"HUF",0,"2023.08.16","D240320","2024.03.20","23 nap",23,"D240320","D240320","DKJ","2024.02.26"
0,"6,33","99,4827","6,24","7,70","99,3707","7,60",0,"HUF",0,"2023.12.27","D240327","2024.03.27","30 nap",30,"D240327","D240327","DKJ","2024.02.26"
0,"6,33","99,3628","6,24","7,71","99,2249","7,60",0,"HUF",0,"2024.01.03","D240403","2024.04.03","37 nap",37,"D240403","D240403","DKJ","2024.02.26"
0,"6,33","98,9028","6,24","7,71","98,6669","7,60",0,"HUF",0,"2023.05.03","D240430","2024.04.30","64 nap",64,"D240430","D240430","DKJ","2024.02.26"
0,"6,43","98,3886","6,34","7,25","98,1864","7,15",0,"HUF",0,"2024.01.31","D240529","2024.05.29","93 nap",93,"D240529","D240529","DKJ","2024.02.26"
0,"6,40","97,9232","6,31","7,17","97,6789","7,07",0,"HUF",0,"2023.06.28","D240626","2024.06.26","121 nap",121,"D240626","D240626","DKJ","2024.02.26"
0,"6,35","97,0141","6,26","7,20","96,6269","7,10",0,"HUF",0,"2023.08.23","D240821","2024.08.21","177 nap",177,"D240821","D240821","DKJ","2024.02.26"
0,"6,47","95,8062","6,38","7,25","95,3237","7,15",0,"HUF",0,"2023.11.02","D241030","2024.10.30","247 nap",247,"D241030","D241030","DKJ","2024.02.26"
0,"6,45","94,9508","6,36","7,27","94,3441","7,17",0,"HUF",0,"2023.12.27","D241223","2024.12.23","301 nap",301,"D241223","D241223","DKJ","2024.02.26"
0,"6,34","94,1330","6,25","7,15","93,4314","7,05",0,"HUF",0,"2024.02.21","D250219","2025.02.19","359 nap",359,"D250219","D250219","DKJ","2024.02.26"
