"accruedInterest","askEhmYield","askPrice","askYield","bidEhmYield","bidPrice","bidYield","coupon","currency","green","issueDate","longName","maturityDate","maturityInDays","maturityInDays_val","name","rawName","securityType","settleDate"
0,"","","","7,99","99,8034","7,88",0,"HUF",0,"2023.06.21","D240124","2024.01.24","9 nap",9,"D240124","D240124","DKJ","2024.01.15"
0,"","","","7,99","99,6510","7,88",0,"HUF",0,"2023.11.02","D240131","2024.01.31","16 nap",16,"D240131","D240131","DKJ","2024.01.15"
0,"6,64","99,5833","6,55","7,99","99,4991","7,88",0,"HUF",0,"2023.11.08","D240207","2024.02.07","23 nap",23,"D240207","D240207","DKJ","2024.01.15"
0,"6,64","99,4571","6,55","7,99","99,3476","7,88",0,"HUF",0,"2023.11.15","D240214","2024.02.14","30 nap",30,"D240214","D240214","DKJ","2024.01.15"
0,"6,64","99,3313","6,55","7,99","99,1966","7,88",0,"HUF",0,"2023.03.08","D240221","2024.02.21","37 nap",37,"D240221","D240221","DKJ","2024.01.15"
0,"6,64","99,2058","6,55","7,99","99,0461","7,88",0,"HUF",0,"2023.11.29","D240228","2024.02.28","44 nap",44,"D240228","D240228","DKJ","2024.01.15"
0,"6,64","99,0806","6,55","7,99","98,8960","7,88",0,"HUF",0,"2023.12.06","D240306","2024.03.06","51 nap",51,"D240306","D240306","DKJ","2024.01.15"
0,"6,64","98,9557","6,55","7,99","98,7464","7,88",0,"HUF",0,"2023.12.13","D240313","2024.03.13","58 nap",58,"D240313","D240313","DKJ","2024.01.15"
0,"6,64","98,8312","6,55","7,99","98,5972","7,88",0,"HUF",0,"2023.08.16","D240320","2024.03.20","65 nap",65,"D240320","D240320","DKJ","2024.01.15"
0,"6,64","98,7069","6,55","7,99","98,4485","7,88",0,"HUF",0,"2023.12.27","D240327","2024.03.27","72 nap",72,"D240327","D240327","DKJ","2024.01.15"
0,"6,64","98,5830","6,55","7,99","98,3002","7,88",0,"HUF",0,"2024.01.03","D240403","2024.04.03","79 nap",79,"D240403","D240403","DKJ","2024.01.15"
0,"6,74","98,0795","6,65","7,53","97,8591","7,43",0,"HUF",0,"2023.05.03","D240430","2024.04.30","106 nap",106,"D240430","D240430","DKJ","2024.01.15"
0,"6,74","97,0770","6,65","7,50","96,7581","7,40",0,"HUF",0,"2023.06.28","D240626","2024.06.26","163 nap",163,"D240626","D240626","DKJ","2024.01.15"
0,"6,69","96,1400","6,60","7,50","95,6923","7,40",0,"HUF",0,"2023.08.23","D240821","2024.08.21","219 nap",219,"D240821","D240821","DKJ","2024.01.15"
0,"6,48","95,1206","6,39","7,30","94,5358","7,20",0,"HUF",0,"2023.11.02","D241030","2024.10.30","289 nap",289,"D241030","D241030","DKJ","2024.01.15"
0,"6,56","94,1935","6,47","7,37","93,5220","7,27",0,"HUF",0,"2023.12.27","D241223","2024.12.23","343 nap",343,"D241223","D241223","DKJ","2024.01.15"
