"accruedInterest","askEhmYield","askPrice","askYield","bidEhmYield","bidPrice","bidYield","coupon","currency","green","issueDate","longName","maturityDate","maturityInDays","maturityInDays_val","name","rawName","securityType","settleDate"
0,"","","","10,39","99,7444","10,25",0,"HUF",0,"2023.06.28","D230927","2023.09.27","9 nap",9,"D230927","D230927","DKJ","2023.09.18"
0,"","","","10,39","99,5465","10,25",0,"HUF",0,"2023.07.05","D231004","2023.10.04","16 nap",16,"D231004","D231004","DKJ","2023.09.18"
0,"","","","10,39","99,3494","10,25",0,"HUF",0,"2023.07.12","D231011","2023.10.11","23 nap",23,"D231011","D231011","DKJ","2023.09.18"
0,"9,07","99,2597","8,95","10,39","99,1531","10,25",0,"HUF",0,"2022.10.19","D231018","2023.10.18","30 nap",30,"D231018","D231018","DKJ","2023.09.18"
0,"9,07","99,0885","8,95","10,39","98,9575","10,25",0,"HUF",0,"2023.07.26","D231025","2023.10.25","37 nap",37,"D231025","D231025","DKJ","2023.09.18"
0,"9,07","98,9423","8,95","10,39","98,7905","10,25",0,"HUF",0,"2023.08.02","D231031","2023.10.31","43 nap",43,"D231031","D231031","DKJ","2023.09.18"
0,"9,07","98,7480","8,95","10,39","98,5687","10,25",0,"HUF",0,"2023.08.09","D231108","2023.11.08","51 nap",51,"D231108","D231108","DKJ","2023.09.18"
0,"9,07","98,5786","8,95","10,39","98,3754","10,25",0,"HUF",0,"2023.08.16","D231115","2023.11.15","58 nap",58,"D231115","D231115","DKJ","2023.09.18"
0,"9,07","98,4097","8,95","10,39","98,1829","10,25",0,"HUF",0,"2023.08.23","D231122","2023.11.22","65 nap",65,"D231122","D231122","DKJ","2023.09.18"
0,"9,07","98,2415","8,95","10,39","97,9912","10,25",0,"HUF",0,"2023.04.19","D231129","2023.11.29","72 nap",72,"D231129","D231129","DKJ","2023.09.18"
0,"9,07","98,0738","8,95","10,39","97,8002","10,25",0,"HUF",0,"2023.09.06","D231206","2023.12.06","79 nap",79,"D231206","D231206","DKJ","2023.09.18"
0,"9,07","97,9067","8,95","10,39","97,6099","10,25",0,"HUF",0,"2023.09.13","D231213","2023.12.13","86 nap",86,"D231213","D231213","DKJ","2023.09.18"
0,"9,12","97,5610","9,00","9,94","97,3499","9,80",0,"HUF",0,"2022.12.28","D231227","2023.12.27","100 nap",100,"D231227","D231227","DKJ","2023.09.18"
0,"9,07","96,9159","8,95","9,83","96,6661","9,70",0,"HUF",0,"2023.06.21","D240124","2024.01.24","128 nap",128,"D240124","D240124","DKJ","2023.09.18"
0,"8,88","96,3428","8,76","9,71","96,0141","9,58",0,"HUF",0,"2023.03.08","D240221","2024.02.21","156 nap",156,"D240221","D240221","DKJ","2023.09.18"
0,"9,18","95,5789","9,05","9,94","95,2300","9,80",0,"HUF",0,"2023.08.16","D240320","2024.03.20","184 nap",184,"D240320","D240320","DKJ","2023.09.18"
0,"8,91","94,7923","8,79","9,67","94,3730","9,54",0,"HUF",0,"2023.05.03","D240430","2024.04.30","225 nap",225,"D240430","D240430","DKJ","2023.09.18"
0,"8,89","93,5718","8,77","9,68","93,0398","9,55",0,"HUF",0,"2023.06.28","D240626","2024.06.26","282 nap",282,"D240626","D240626","DKJ","2023.09.18"
0,"9,02","92,2883","8,90","9,78","91,6924","9,65",0,"HUF",0,"2023.08.23","D240821","2024.08.21","338 nap",338,"D240821","D240821","DKJ","2023.09.18"
