"accruedInterest","askEhmYield","askPrice","askYield","bidEhmYield","bidPrice","bidYield","coupon","currency","green","issueDate","longName","maturityDate","maturityInDays","maturityInDays_val","name","rawName","securityType","settleDate"
0,"","","","7,89","99,8274","7,78",0,"HUF",0,"2023.11.08","D240207","2024.02.07","8 nap",8,"D240207","D240207","DKJ","2024.01.30"
0,"","","","7,89","99,6769","7,78",0,"HUF",0,"2023.11.15","D240214","2024.02.14","15 nap",15,"D240214","D240214","DKJ","2024.01.30"
0,"6,49","99,6104","6,40","7,89","99,5268","7,78",0,"HUF",0,"2023.03.08","D240221","2024.02.21","22 nap",22,"D240221","D240221","DKJ","2024.01.30"
0,"","","","7,89","99,3772","7,78",0,"HUF",0,"2023.11.29","D240228","2024.02.28","29 nap",29,"D240228","D240228","DKJ","2024.01.30"
0,"6,49","99,3641","6,40","7,89","99,2280","7,78",0,"HUF",0,"2023.12.06","D240306","2024.03.06","36 nap",36,"D240306","D240306","DKJ","2024.01.30"
0,"6,49","99,2414","6,40","7,89","99,0793","7,78",0,"HUF",0,"2023.12.13","D240313","2024.03.13","43 nap",43,"D240313","D240313","DKJ","2024.01.30"
0,"6,49","99,1189","6,40","7,89","98,9310","7,78",0,"HUF",0,"2023.08.16","D240320","2024.03.20","50 nap",50,"D240320","D240320","DKJ","2024.01.30"
0,"6,49","98,9968","6,40","7,89","98,7832","7,78",0,"HUF",0,"2023.12.27","D240327","2024.03.27","57 nap",57,"D240327","D240327","DKJ","2024.01.30"
0,"6,49","98,8750","6,40","7,89","98,6358","7,78",0,"HUF",0,"2024.01.03","D240403","2024.04.03","64 nap",64,"D240403","D240403","DKJ","2024.01.30"
0,"6,49","98,4080","6,40","7,89","98,0713","7,78",0,"HUF",0,"2023.05.03","D240430","2024.04.30","91 nap",91,"D240430","D240430","DKJ","2024.01.30"
0,"6,59","97,3973","6,50","7,35","97,1057","7,25",0,"HUF",0,"2023.06.28","D240626","2024.06.26","148 nap",148,"D240626","D240626","DKJ","2024.01.30"
0,"6,64","96,4212","6,55","7,35","96,0538","7,25",0,"HUF",0,"2023.08.23","D240821","2024.08.21","204 nap",204,"D240821","D240821","DKJ","2024.01.30"
0,"6,47","95,3690","6,38","7,25","94,8389","7,15",0,"HUF",0,"2023.11.02","D241030","2024.10.30","274 nap",274,"D241030","D241030","DKJ","2024.01.30"
0,"6,64","94,3683","6,55","7,30","93,8438","7,20",0,"HUF",0,"2023.12.27","D241223","2024.12.23","328 nap",328,"D241223","D241223","DKJ","2024.01.30"
