"accruedInterest","askEhmYield","askPrice","askYield","bidEhmYield","bidPrice","bidYield","coupon","currency","green","issueDate","longName","maturityDate","maturityInDays","maturityInDays_val","name","rawName","securityType","settleDate"
0,"","","","8,82","99,8070","8,70",0,"HUF",0,"2023.09.06","D231206","2023.12.06","8 nap",8,"D231206","D231206","DKJ","2023.11.28"
0,"","","","8,82","99,6388","8,70",0,"HUF",0,"2023.09.13","D231213","2023.12.13","15 nap",15,"D231213","D231213","DKJ","2023.11.28"
0,"","","","8,82","99,4711","8,70",0,"HUF",0,"2023.09.20","D231220","2023.12.20","22 nap",22,"D231220","D231220","DKJ","2023.11.28"
0,"7,46","99,4106","7,36","8,82","99,3040","8,70",0,"HUF",0,"2022.12.28","D231227","2023.12.27","29 nap",29,"D231227","D231227","DKJ","2023.11.28"
0,"","","","8,82","99,1375","8,70",0,"HUF",0,"2023.10.04","D240103","2024.01.03","36 nap",36,"D240103","D240103","DKJ","2023.11.28"
0,"7,46","99,1285","7,36","8,82","98,9715","8,70",0,"HUF",0,"2023.10.11","D240110","2024.01.10","43 nap",43,"D240110","D240110","DKJ","2023.11.28"
0,"7,46","98,9881","7,36","8,82","98,8061","8,70",0,"HUF",0,"2023.10.18","D240117","2024.01.17","50 nap",50,"D240117","D240117","DKJ","2023.11.28"
0,"7,46","98,8481","7,36","8,82","98,6412","8,70",0,"HUF",0,"2023.06.21","D240124","2024.01.24","57 nap",57,"D240124","D240124","DKJ","2023.11.28"
0,"7,46","98,7085","7,36","8,82","98,4769","8,70",0,"HUF",0,"2023.11.02","D240131","2024.01.31","64 nap",64,"D240131","D240131","DKJ","2023.11.28"
0,"7,46","98,5692","7,36","8,82","98,3131","8,70",0,"HUF",0,"2023.11.08","D240207","2024.02.07","71 nap",71,"D240207","D240207","DKJ","2023.11.28"
0,"7,46","98,4304","7,36","8,82","98,1499","8,70",0,"HUF",0,"2023.11.15","D240214","2024.02.14","78 nap",78,"D240214","D240214","DKJ","2023.11.28"
0,"7,46","98,2919","7,36","8,82","97,9872","8,70",0,"HUF",0,"2023.03.08","D240221","2024.02.21","85 nap",85,"D240221","D240221","DKJ","2023.11.28"
0,"7,56","97,7120","7,46","8,36","97,4758","8,25",0,"HUF",0,"2023.08.16","D240320","2024.03.20","113 nap",113,"D240320","D240320","DKJ","2023.11.28"
0,"7,77","96,8272","7,66","8,61","96,4954","8,49",0,"HUF",0,"2023.05.03","D240430","2024.04.30","154 nap",154,"D240430","D240430","DKJ","2023.11.28"
0,"7,97","95,5960","7,86","8,81","95,1535","8,69",0,"HUF",0,"2023.06.28","D240626","2024.06.26","211 nap",211,"D240626","D240626","DKJ","2023.11.28"
0,"8,01","94,4651","7,90","8,85","93,9190","8,73",0,"HUF",0,"2023.08.23","D240821","2024.08.21","267 nap",267,"D240821","D240821","DKJ","2023.11.28"
0,"7,91","93,1952","7,80","8,67","92,5894","8,55",0,"HUF",0,"2023.11.02","D241030","2024.10.30","337 nap",337,"D241030","D241030","DKJ","2023.11.28"
