"accruedInterest","askEhmYield","askPrice","askYield","bidEhmYield","bidPrice","bidYield","coupon","currency","green","issueDate","longName","maturityDate","maturityInDays","maturityInDays_val","name","rawName","securityType","settleDate"
0,"","","","7,34","99,8394","7,24",0,"HUF",0,"2023.12.06","D240306","2024.03.06","8 nap",8,"D240306","D240306","DKJ","2024.02.27"
0,"","","","7,34","99,6992","7,24",0,"HUF",0,"2023.12.13","D240313","2024.03.13","15 nap",15,"D240313","D240313","DKJ","2024.02.27"
0,"5,96","99,6420","5,88","7,34","99,5595","7,24",0,"HUF",0,"2023.08.16","D240320","2024.03.20","22 nap",22,"D240320","D240320","DKJ","2024.02.27"
0,"5,96","99,5286","5,88","7,34","99,4202","7,24",0,"HUF",0,"2023.12.27","D240327","2024.03.27","29 nap",29,"D240327","D240327","DKJ","2024.02.27"
0,"5,96","99,4154","5,88","7,34","99,2812","7,24",0,"HUF",0,"2024.01.03","D240403","2024.04.03","36 nap",36,"D240403","D240403","DKJ","2024.02.27"
0,"5,96","98,9815","5,88","7,34","98,7489","7,24",0,"HUF",0,"2023.05.03","D240430","2024.04.30","63 nap",63,"D240430","D240430","DKJ","2024.02.27"
0,"5,96","98,5196","5,88","7,34","98,1834","7,24",0,"HUF",0,"2024.01.31","D240529","2024.05.29","92 nap",92,"D240529","D240529","DKJ","2024.02.27"
0,"6,34","97,9592","6,25","7,10","97,7199","7,00",0,"HUF",0,"2023.06.28","D240626","2024.06.26","120 nap",120,"D240626","D240626","DKJ","2024.02.27"
0,"6,35","97,0304","6,26","7,20","96,6453","7,10",0,"HUF",0,"2023.08.23","D240821","2024.08.21","176 nap",176,"D240821","D240821","DKJ","2024.02.27"
0,"6,46","95,8287","6,37","7,25","95,3418","7,15",0,"HUF",0,"2023.11.02","D241030","2024.10.30","246 nap",246,"D241030","D241030","DKJ","2024.02.27"
0,"6,45","94,9668","6,36","7,23","94,3916","7,13",0,"HUF",0,"2023.12.27","D241223","2024.12.23","300 nap",300,"D241223","D241223","DKJ","2024.02.27"
0,"6,31","94,1749","6,22","7,14","93,4572","7,04",0,"HUF",0,"2024.02.21","D250219","2025.02.19","358 nap",358,"D250219","D250219","DKJ","2024.02.27"
